Tcmb TR Beta
2.731473396074246107e+00 1.236441380568023218e+00 -2.606490826315191356e+00
2.724683884567076664e+00 1.201952328277771320e+00 -2.588059681650801913e+00
2.720204871815105729e+00 1.343354972118086854e+00 -2.579445732393889301e+00
2.728239842988512187e+00 1.265170215325884584e+00 -2.604532478172013832e+00
2.730819648556271240e+00 8.574293146072318184e-01 -2.699019343754417655e+00
2.725379958764708288e+00 1.394664074109229768e+00 -2.591941730754484752e+00
2.730658702726409093e+00 1.308767687178322925e+00 -2.619554653957601786e+00
2.726486311236459237e+00 1.360991230974009092e+00 -2.563413917447280532e+00
2.732290004715486553e+00 9.637489911600128911e-01 -2.646178026122410820e+00
2.730137542576564602e+00 1.056181442729227982e+00 -2.631277119944281928e+00
2.725822641585363471e+00 1.135014730381410430e+00 -2.638596462831715783e+00
2.734367505612170124e+00 7.798331113501950629e-01 -2.716713918661256777e+00
2.725616016272723208e+00 1.005285466268548200e+00 -2.593521560134388615e+00
2.731158221942252773e+00 1.049659571229176080e+00 -2.627000514081117899e+00
2.732770981274048605e+00 1.149049126014874078e+00 -2.598233677047428358e+00
2.732064413201289899e+00 1.025395916150179110e+00 -2.666382810110325963e+00
2.739475578279635837e+00 1.210639656912504414e+00 -2.638788297387373305e+00
2.727745088144877705e+00 1.350551374778882208e+00 -2.582388855636416736e+00
2.726340414774072851e+00 1.356880257626963404e+00 -2.604156626259957363e+00
2.736409241229261102e+00 9.499930118828852077e-01 -2.642763535839706357e+00
2.728670817622078193e+00 1.582521373735415127e+00 -2.562726301734251422e+00
2.733537414909842589e+00 1.137324287516346732e+00 -2.634285993809682758e+00
2.734910976148085648e+00 9.937469008341708321e-01 -2.714844346629607941e+00
2.734820957226713034e+00 1.142115260407416732e+00 -2.627785090933381085e+00
2.725393338326967285e+00 1.378420265545603263e+00 -2.588358120096380333e+00
2.734220775300008732e+00 1.088167397881919518e+00 -2.652612187563100576e+00
2.729325531435122798e+00 1.241567968236243047e+00 -2.594009035020881981e+00
2.739794622221962239e+00 1.096451615727191964e+00 -2.685720438067309424e+00
2.735201725746672086e+00 1.119409849130399870e+00 -2.652452070991238919e+00
2.729023599596284821e+00 1.138781181331753878e+00 -2.638875289932616219e+00
2.727244453058619289e+00 1.240509887663945543e+00 -2.650891807006878764e+00
2.734555266122795203e+00 1.143353900510724275e+00 -2.653986477315224413e+00
2.732492282469309419e+00 1.122199112777789276e+00 -2.662840372470465233e+00
2.735302253569907194e+00 1.082976347970146414e+00 -2.677894797688223250e+00
2.733249838276774479e+00 1.275398187836733976e+00 -2.635159441716804274e+00
2.731033883740725976e+00 1.104771935373470404e+00 -2.583012337774421852e+00
2.729759345035278617e+00 1.086383649874123059e+00 -2.596652701280813602e+00
2.733249838276774479e+00 1.275398187836733976e+00 -2.635159441716804274e+00
2.728544901924421673e+00 1.227932264392935569e+00 -2.593887312554773672e+00
2.727929275183786473e+00 1.406628536788537165e+00 -2.538011595986122693e+00
2.736067164217936387e+00 1.045448156841402021e+00 -2.642633481187402822e+00
2.727414770906428032e+00 1.137043696706272256e+00 -2.643265290334335660e+00
2.726829904309378882e+00 1.051634901912227082e+00 -2.648587337581379764e+00
2.728741688178337288e+00 1.108876977817775167e+00 -2.589173903916731412e+00
2.735293411922856244e+00 9.398472061698609492e-01 -2.683668105570325757e+00
2.720513607637968789e+00 1.066092949774329668e+00 -2.577140426641653548e+00
2.733393397639782396e+00 1.220798436180069224e+00 -2.590880353356399546e+00
2.729116297127812008e+00 1.508476942137636723e+00 -2.608879027322866584e+00
2.724898916221899725e+00 1.242338915074596484e+00 -2.554791172930347187e+00
2.729907427515316343e+00 1.273340374362680327e+00 -2.649225944384837383e+00
2.733196402521087087e+00 1.105458223344875313e+00 -2.592853866545967279e+00
2.724087797044442816e+00 1.416658486830445263e+00 -2.548878317468340704e+00
2.725911542168742319e+00 1.346048311449932644e+00 -2.635671434653547252e+00
2.730437517330404074e+00 1.169661441370361654e+00 -2.607152726664527798e+00
2.737021967587340843e+00 1.160674834783448350e+00 -2.648970709417889147e+00
2.724624335525388297e+00 1.309791492076886499e+00 -2.478948014727193616e+00
2.731666433529804205e+00 1.280772573047948226e+00 -2.590537498472844646e+00
2.726043215926289953e+00 1.171830705926923955e+00 -2.549164091683681299e+00
2.732244907929393118e+00 1.111648636393376188e+00 -2.667107410834614889e+00
2.739832380674044110e+00 8.589873626580788457e-01 -2.705634004229215073e+00
2.732718658154442259e+00 1.263668420686135718e+00 -2.624473771458490923e+00
2.729296607007568376e+00 1.187099399216967610e+00 -2.559737602260151235e+00
2.725276422067977489e+00 1.276105326180549504e+00 -2.583118455277704228e+00
2.729404458644357323e+00 1.243298627850808691e+00 -2.621667550764867016e+00
2.728037154771789652e+00 1.169942277099532912e+00 -2.615043357594656115e+00
2.730000658820308956e+00 1.113075193737615320e+00 -2.573526788326239156e+00
2.730670471794217846e+00 1.218812389304951616e+00 -2.578083098651432259e+00
2.736999825217950821e+00 9.973890821818529595e-01 -2.685061479194724043e+00
2.731611902757583366e+00 1.267124138977664627e+00 -2.592329168042590837e+00
2.734395669137769325e+00 1.024798211108353563e+00 -2.569304124558313696e+00
2.731927823816702627e+00 1.212491743334187966e+00 -2.639979747744711780e+00
2.725335927573865114e+00 1.505783675363626450e+00 -2.555231183810423801e+00
2.720388621062373780e+00 1.355142533104239932e+00 -2.537740515876492964e+00
2.723345691525315360e+00 1.370673038290004975e+00 -2.636107702998906177e+00
2.728004888549092399e+00 1.222827238239681202e+00 -2.587272747931498529e+00
2.729527531457148104e+00 1.005532081281092172e+00 -2.653271502262064985e+00
2.730843336767558416e+00 1.217123680760360926e+00 -2.586393313372221670e+00
2.726954020845813620e+00 1.320852098472077296e+00 -2.563672887326528205e+00
2.731308460464338062e+00 1.117504906536746834e+00 -2.641139186708509001e+00
2.726283645810283929e+00 1.246666498104970433e+00 -2.591040274585082237e+00
2.731899618330215329e+00 1.183073244510894684e+00 -2.575795946711311402e+00
2.740159713508647954e+00 1.191675222683543423e+00 -2.667672276019629862e+00
2.728605305328180464e+00 1.256445127949440410e+00 -2.630571030980208391e+00
2.727808334945359903e+00 1.303563662478107066e+00 -2.603746393315110375e+00
2.727822052204066594e+00 1.468603494819703537e+00 -2.540100529036479315e+00
2.724321375592098082e+00 1.272055980245181406e+00 -2.615466525091045824e+00
2.731212360869090805e+00 1.291080247188315155e+00 -2.643610444158374762e+00
2.731051366159749527e+00 1.157500038202386783e+00 -2.548432142255809829e+00
2.729430941843234315e+00 1.206158854169615102e+00 -2.602918082853420856e+00
2.731375949042475604e+00 1.139250502172663548e+00 -2.607375727678818755e+00
2.733434455921781581e+00 1.183098939726471510e+00 -2.640073622628760219e+00
2.723892329938314205e+00 1.352796941173360912e+00 -2.576151258148082768e+00
2.724840131849657343e+00 1.379089216281457198e+00 -2.538952515086619677e+00
2.725862723472232130e+00 1.257388618415584913e+00 -2.586443181620218468e+00
2.724221052069577098e+00 1.161609066641246413e+00 -2.553968229315453975e+00
2.726520833116726106e+00 1.256403032204592929e+00 -2.559767352398419682e+00
2.726366816286188488e+00 1.122650056404764785e+00 -2.630994954611703740e+00
2.728808376131589775e+00 1.414152586677807744e+00 -2.616626690524251231e+00
2.724411346609028506e+00 1.211727827793201095e+00 -2.633488973911908282e+00
2.729359240447591262e+00 1.242742076746004454e+00 -2.645503756388109196e+00
2.728239380294988248e+00 1.290591302265325924e+00 -2.575876507926954773e+00
2.724446773010757106e+00 1.097336037606399861e+00 -2.570736320470024872e+00
2.720296561147501624e+00 1.298435147070363005e+00 -2.595626326519314020e+00
2.725445265988197363e+00 1.240435648321767337e+00 -2.639599231458337414e+00
2.731033844833651969e+00 1.133579630069973643e+00 -2.645905091329266767e+00
2.725224186357848133e+00 1.356538086130901766e+00 -2.587765810021986468e+00
2.731896146685397042e+00 1.096233434602303713e+00 -2.628617401909801643e+00
2.738045216136754778e+00 9.894856919249500615e-01 -2.644841561122552420e+00
2.728910406660238763e+00 1.234704525479682458e+00 -2.573574783968918034e+00
2.726822188526321966e+00 1.278843890020157303e+00 -2.610621479971863224e+00
2.732709782481499428e+00 1.306615639249193661e+00 -2.568789284011017138e+00
2.732485810768652712e+00 1.128288810035753764e+00 -2.644276930594569031e+00
2.725569034037914840e+00 1.398032306029025618e+00 -2.562505641342465168e+00
2.736892394645170867e+00 1.260833730894544313e+00 -2.587699714235797366e+00
2.733186581569436946e+00 1.000228728904935416e+00 -2.713873374730000343e+00
2.728265332828014866e+00 1.033974197613418911e+00 -2.682398777460325512e+00
2.730539453110370385e+00 9.946541453820285650e-01 -2.653708373091776096e+00
2.728684899972810385e+00 1.064439546770801215e+00 -2.611006339374171148e+00
2.734168570907620222e+00 1.069362730295552177e+00 -2.614882986774473395e+00
2.730421352141759961e+00 1.208767526221589339e+00 -2.566514699126317467e+00
2.727344906535585700e+00 1.265138199513097250e+00 -2.613038251429258274e+00
2.729153624758335894e+00 1.397719132631704886e+00 -2.584243355230394279e+00
2.730937800091064460e+00 1.146725538044597092e+00 -2.576618118855807715e+00
2.728231571146758405e+00 1.339517377936027209e+00 -2.571183024377120319e+00
2.723807681150241855e+00 1.351143778352916325e+00 -2.579787149651686207e+00
2.729806710484604437e+00 1.236261173220961407e+00 -2.599023746376667887e+00
2.719892333957928621e+00 1.410203426545668881e+00 -2.554695086915118374e+00
2.732028382784463805e+00 1.080086640480170779e+00 -2.640573059542010270e+00
2.726421484243610305e+00 1.281325149015860587e+00 -2.563870292593918521e+00
2.733247482370635417e+00 1.064809190060271415e+00 -2.598233197722383814e+00
2.728158273116214616e+00 1.082542762905832401e+00 -2.666855479963338382e+00
2.729418212509534314e+00 1.173013099521289071e+00 -2.644462016602785681e+00
2.728120301876755249e+00 1.195373221470366509e+00 -2.626119017313799375e+00
2.724109990007107740e+00 1.346067421597740399e+00 -2.540817021485604066e+00
2.719478880573444890e+00 1.344207076118982158e+00 -2.597736319338369348e+00
2.724644564640922084e+00 1.314486341826480720e+00 -2.581659600485273209e+00
2.727589269354642632e+00 1.365780635947140276e+00 -2.572259359154890568e+00
2.730662530333192173e+00 1.231107119933843919e+00 -2.658427085945099577e+00
2.725327326954630092e+00 1.166672065577410322e+00 -2.597113340107075175e+00
2.727309753433071471e+00 1.317889070800378537e+00 -2.603714994500663238e+00
2.729938505650952418e+00 1.472986693115544199e+00 -2.562191193063672046e+00
2.721308556642056509e+00 1.389657721609045771e+00 -2.568793196157580283e+00
2.736576873582792224e+00 9.036952170588594679e-01 -2.706385076168459136e+00
2.729746008226731746e+00 1.313297254030277639e+00 -2.581998436215361181e+00
2.729295369964639395e+00 1.189516153471932070e+00 -2.655460818830892578e+00
2.729240054474119326e+00 9.956578396532724806e-01 -2.691603963750207384e+00
2.728070681990909740e+00 1.080044915508364234e+00 -2.645117827740076422e+00
2.726520833116726106e+00 1.256403032204592929e+00 -2.559767352398419682e+00
2.727706914539494321e+00 1.159817328894285460e+00 -2.515414683006511609e+00
2.726829405963016040e+00 1.290086029683409574e+00 -2.569298488720493268e+00
2.723030861747907760e+00 1.360282790827511912e+00 -2.560103731224129042e+00
2.729252414177545383e+00 1.027466674517309775e+00 -2.694242779494615547e+00
2.735114524058287699e+00 1.003161907107545270e+00 -2.650631343386601557e+00
2.728147931805386950e+00 1.086107606061882169e+00 -2.619399958038593823e+00
2.723953833759773069e+00 1.360322410375870428e+00 -2.568337890406993118e+00
2.736846414209145983e+00 1.029863937960053599e+00 -2.662158415490770480e+00
2.734038758437275618e+00 1.244980251807347837e+00 -2.624203546223597527e+00
2.733374797019162195e+00 1.349788745003539514e+00 -2.632753168765949781e+00
2.732298693459618733e+00 1.076191340131519514e+00 -2.658653525569998344e+00
2.725911542168742319e+00 1.346048311449932644e+00 -2.635671434653547252e+00
2.738022270009047077e+00 9.266473887769168805e-01 -2.644699111690103521e+00
2.732737040904128278e+00 9.824351555448930240e-01 -2.669120009813403804e+00
2.730007370865725758e+00 1.295422436962655244e+00 -2.593811284099007963e+00
2.738120477669525599e+00 1.060674424754699752e+00 -2.624893909608902121e+00
2.728239380294988248e+00 1.290591302265325924e+00 -2.575876507926954773e+00
2.726472403415562962e+00 1.309415855204854040e+00 -2.526214199769231783e+00
2.734165833949774083e+00 1.266479503774980309e+00 -2.639363616767703924e+00
2.732961049827602462e+00 1.176103284289281792e+00 -2.608341348431920892e+00
2.726218177998775527e+00 1.276209340490173316e+00 -2.592620602538180385e+00
2.727466631986794177e+00 1.147199314917797031e+00 -2.638612821955220511e+00
2.734913893399135709e+00 1.238003384582091027e+00 -2.624900353781578488e+00
2.727195926134868387e+00 1.245869315524363641e+00 -2.634684766136326850e+00
2.726562982411786518e+00 1.281566029588981026e+00 -2.637951901944484590e+00
2.733552793994951546e+00 1.245180267016328335e+00 -2.595213125810756694e+00
2.726340414774072851e+00 1.356880257626963404e+00 -2.604156626259957363e+00
2.729630030236060101e+00 1.222517065921834067e+00 -2.634998030706912076e+00
2.731314743518116650e+00 1.385399222757439208e+00 -2.628110729184045979e+00
2.730556433179968323e+00 1.170369527746196958e+00 -2.579651074501411401e+00
2.722003746327381624e+00 1.420540623581497464e+00 -2.581439397223688204e+00
2.736051311068734115e+00 9.799732270365335562e-01 -2.707234801006591418e+00
2.729527531457148104e+00 1.005532081281092172e+00 -2.653271502262064985e+00
2.733865962889338697e+00 1.024484696891660773e+00 -2.657536355128154781e+00
2.730670782074829717e+00 1.360752420127476769e+00 -2.535814132103482166e+00
2.734161392019224923e+00 9.550666614444786040e-01 -2.616403557005524405e+00
2.728497982076530270e+00 1.339587784237641133e+00 -2.586143740027448068e+00
2.738429094512277562e+00 1.087433467806564025e+00 -2.608902786990601186e+00
2.730544579371359415e+00 1.199533454731670945e+00 -2.621849584375776310e+00
2.729292426611968470e+00 1.105134883801284440e+00 -2.593690824363297232e+00
2.722717575891084429e+00 1.297000418013195766e+00 -2.561423649554853910e+00
2.729189010741650545e+00 1.214761309978452664e+00 -2.619046803549869296e+00
2.726480014652150174e+00 1.197895769289522239e+00 -2.568213979241078526e+00
2.731708715754168182e+00 1.057892379179086406e+00 -2.645773112607504807e+00
2.730214938132689451e+00 1.171044213902784126e+00 -2.656111846542738242e+00
2.727380734015411701e+00 1.232100940474913031e+00 -2.623572912409912306e+00
2.732105638260928338e+00 1.200337541018148491e+00 -2.634005944026032608e+00
2.728268374634850169e+00 1.019873324820820049e+00 -2.600395952424308099e+00
2.728683592797991331e+00 1.078830844704804726e+00 -2.609273728095409695e+00
2.727113240885411294e+00 1.104840731438279766e+00 -2.571846602644551893e+00
2.724109990007107740e+00 1.346067421597740399e+00 -2.540817021485604066e+00
2.735428597376615034e+00 1.157581460695281006e+00 -2.646414118840158203e+00
2.736149727840952117e+00 1.087661105027672992e+00 -2.648884923786793522e+00
2.729624883041525507e+00 1.348129585481863124e+00 -2.583890564999377304e+00
2.738522683825581172e+00 1.168211178461193933e+00 -2.615268838127581930e+00
2.732463220319875319e+00 1.386305911206175523e+00 -2.573292419287395383e+00
2.731404722856720646e+00 1.110864305114655615e+00 -2.577852972476035731e+00
2.724670554182599957e+00 1.066568639009398023e+00 -2.623064598666725367e+00
2.726755582418987078e+00 1.312726679535410002e+00 -2.637981575263013134e+00
2.735948966312758301e+00 1.206774727153239413e+00 -2.638585731937302725e+00
2.734820957226713034e+00 1.142115260407416732e+00 -2.627785090933381085e+00
2.734020857946060534e+00 1.166317059566210679e+00 -2.652300640369178453e+00
2.736601903680159431e+00 9.022005127673127234e-01 -2.659889108871488439e+00
2.723444133813385903e+00 1.156063209365246758e+00 -2.599007307797628563e+00
2.735279311776308564e+00 1.176976017914354244e+00 -2.591866966378166381e+00
2.729220887033243503e+00 1.178269668337828646e+00 -2.629856690675151043e+00
2.723673438590414886e+00 1.364162007049758873e+00 -2.529034633035989188e+00
2.732796283369467449e+00 1.003551184265163210e+00 -2.671148774509390478e+00
2.725335927573865114e+00 1.505783675363626450e+00 -2.555231183810423801e+00
2.731314743518116650e+00 1.385399222757439208e+00 -2.628110729184045979e+00
2.728231571146758405e+00 1.339517377936027209e+00 -2.571183024377120319e+00
2.723331706386336482e+00 1.172383270421630375e+00 -2.539641525173666814e+00
2.733876288592123949e+00 1.070685786450685573e+00 -2.623283766969617403e+00
2.728913193078617017e+00 1.139109820477491208e+00 -2.645557116878035409e+00
2.728914248324839420e+00 1.169159296498676559e+00 -2.604733114157138374e+00
2.726334582683810126e+00 1.258903917966495367e+00 -2.653816905888537470e+00
2.728899847125593858e+00 1.097911780747889754e+00 -2.670392526057719707e+00
2.729747961971844106e+00 1.069974564918547477e+00 -2.644099094118679716e+00
2.734174573143070219e+00 1.201311188173970423e+00 -2.598944194983127787e+00
2.730582687650490392e+00 1.365715316498985255e+00 -2.577356415197344042e+00
2.728860080543038524e+00 9.483602395498568205e-01 -2.706828917812061697e+00
2.725639337746203594e+00 1.396393386051680618e+00 -2.587319987783518016e+00
2.727605561516677213e+00 1.053259850726783409e+00 -2.658167304540705267e+00
2.734871642623225796e+00 1.093808040108716462e+00 -2.658821838692096762e+00
2.728808376131589775e+00 1.414152586677807744e+00 -2.616626690524251231e+00
2.734020857946060534e+00 1.166317059566210679e+00 -2.652300640369178453e+00
2.737543646431916500e+00 1.026824520938332874e+00 -2.646011263643559985e+00
2.726057858592798144e+00 1.363097858256933748e+00 -2.609210129736350581e+00
2.727814890398929659e+00 1.106466097785701042e+00 -2.623669172943944083e+00
2.735314107146217921e+00 1.140976733899265350e+00 -2.669041209605326870e+00
2.722282329541636958e+00 1.411384995845564649e+00 -2.595910906382013827e+00
2.732074843505050588e+00 1.185419561485785866e+00 -2.593136940970527604e+00
2.734584428170485193e+00 1.114556379341530068e+00 -2.648337508883309432e+00
2.735223065775303830e+00 9.280969177166865647e-01 -2.659047106797708615e+00
2.734395669137769325e+00 1.024798211108353563e+00 -2.569304124558313696e+00
2.725128307404451000e+00 1.183431713139932562e+00 -2.576197550623922083e+00
2.729537331900917962e+00 1.347834268772484467e+00 -2.609313218796005529e+00
2.727809084855324251e+00 1.084605548654548945e+00 -2.640322244065601787e+00
2.721308556642056509e+00 1.389657721609045771e+00 -2.568793196157580283e+00
2.728467684284984429e+00 1.299940474972170801e+00 -2.613889271350088528e+00
2.730480902192107262e+00 1.305016338705191625e+00 -2.601540185887991186e+00
2.728282772256123589e+00 1.318747292883067024e+00 -2.577301595898994435e+00
2.726154820164370385e+00 1.199549728174704954e+00 -2.633615662047183115e+00
2.730591423934807249e+00 1.320924850402014572e+00 -2.602763901394562041e+00
2.731743135996152816e+00 1.181943374341731579e+00 -2.632568571498158150e+00
2.729954282908308993e+00 1.324991400933450247e+00 -2.639763984018882681e+00
2.728451400002158245e+00 1.299864979509594676e+00 -2.632643210595593253e+00
2.727424927302613433e+00 1.162247339012730585e+00 -2.668535564920744285e+00
2.725327326954630092e+00 1.166672065577410322e+00 -2.597113340107075175e+00
2.737010999283759904e+00 1.156121828410601848e+00 -2.604283832847920088e+00
2.729999559813580223e+00 1.182607287164088028e+00 -2.631593801503569807e+00
2.729624883041525507e+00 1.348129585481863124e+00 -2.583890564999377304e+00
2.727521877692553609e+00 1.321567840543662165e+00 -2.585536813306038795e+00
2.724638592263181280e+00 1.325492949718045654e+00 -2.604172078698504755e+00
2.728268374634850169e+00 1.019873324820820049e+00 -2.600395952424308099e+00
2.723953833759773069e+00 1.360322410375870428e+00 -2.568337890406993118e+00
2.728159026916045171e+00 1.235422347082737904e+00 -2.593676259224909408e+00
2.727341437118416145e+00 1.291164496290623243e+00 -2.586331090479800032e+00
2.723432353803974415e+00 1.344029951644385434e+00 -2.500258008887446870e+00
2.731201487446965004e+00 9.993034068956254679e-01 -2.677406588447775349e+00
2.728668567062285888e+00 1.287421801539087918e+00 -2.568782235480728815e+00
2.725906475415624364e+00 1.189880797223631381e+00 -2.612460646579056522e+00
2.730874835686190050e+00 1.184649710417765345e+00 -2.560478510163654242e+00
2.729840215295168626e+00 1.108824566726797078e+00 -2.618041841738316222e+00
2.729759345035278617e+00 1.086383649874123059e+00 -2.596652701280813602e+00
2.727798575964057726e+00 1.283558760392098597e+00 -2.638903252960798973e+00
2.725914438830627340e+00 1.439345094809197034e+00 -2.590968789177702902e+00
2.735202756816601521e+00 1.250483000083820739e+00 -2.637691744467409727e+00
2.732523692506411805e+00 9.271483619648096530e-01 -2.591427893202537192e+00
2.733434455921781581e+00 1.183098939726471510e+00 -2.640073622628760219e+00
2.729359240447591262e+00 1.242742076746004454e+00 -2.645503756388109196e+00
2.726334582683810126e+00 1.258903917966495367e+00 -2.653816905888537470e+00
2.726885427277283558e+00 1.297054883212411580e+00 -2.562866821238721116e+00
2.729724910432096863e+00 1.113806019440625850e+00 -2.648828727067287225e+00
2.730147264789898109e+00 1.243789590350563135e+00 -2.571042992783054260e+00
2.723105938333027609e+00 1.559421201382087396e+00 -2.584927055651463412e+00
2.728933422672245701e+00 1.243387571738820530e+00 -2.590708085557816176e+00
2.729622277200483449e+00 1.170798932788382318e+00 -2.570609816195057462e+00
2.727288439157745437e+00 1.382687866384948228e+00 -2.575182423305548696e+00
2.729912589103823173e+00 9.917520390758216564e-01 -2.646290400311620772e+00
2.724295295708362818e+00 1.371896160404773912e+00 -2.536690961345291484e+00
2.732846839566898556e+00 1.143346900397194776e+00 -2.625541567439277024e+00
2.730264930724601857e+00 1.311847011715300493e+00 -2.643013998179473134e+00
2.736409241229261102e+00 9.499930118828852077e-01 -2.642763535839706357e+00
2.731176481384509636e+00 1.077821862049838542e+00 -2.653335438692735693e+00
2.729368886844550701e+00 1.266175795794195924e+00 -2.599026035297962167e+00
2.733966378646172757e+00 9.355163003154715051e-01 -2.637865600866263982e+00
2.728347897845008418e+00 1.234369329976136243e+00 -2.612145042360229930e+00
2.724411346609028506e+00 1.211727827793201095e+00 -2.633488973911908282e+00
2.737055077568652628e+00 1.137526833808260029e+00 -2.672161428528966098e+00
2.731425686057129099e+00 1.145993558379429844e+00 -2.645986830448575411e+00
2.737959687007448295e+00 9.056607102128451103e-01 -2.720114270248494392e+00
2.724886960095282085e+00 1.162228564687393551e+00 -2.604576705819265037e+00
2.732372303786754664e+00 1.340508271650374006e+00 -2.567041087991562165e+00
2.723750939890261957e+00 1.281369180380250716e+00 -2.573692494043523737e+00
2.730452522457765152e+00 1.094029191814067214e+00 -2.662576851593025928e+00
2.732254339344859950e+00 9.532146415188592625e-01 -2.676521073533707273e+00
2.739379129059889006e+00 8.457069883468883997e-01 -2.641117577823553830e+00
2.727106251168748940e+00 1.304255236817135621e+00 -2.593844519982352104e+00
2.733222837740443278e+00 9.468007812653247424e-01 -2.654374834084817891e+00
2.729565448286766394e+00 1.235013184312321544e+00 -2.582709227016293241e+00
2.731156370560043456e+00 1.359819992652614440e+00 -2.551631453169739494e+00
2.732097416475763652e+00 1.173694753684738412e+00 -2.635504807227464497e+00
2.726046743233513148e+00 1.256032672512361836e+00 -2.569237509528095487e+00
2.726769930753718985e+00 1.323937522931498689e+00 -2.586105708449487395e+00
2.727118288197817986e+00 1.312210710774586397e+00 -2.604969390633266713e+00
2.725680713986752046e+00 1.325481867128017743e+00 -2.590837472389249996e+00
2.731184684666449591e+00 1.085308156985730799e+00 -2.657926602146948092e+00
2.725698762971823896e+00 1.187287366455143989e+00 -2.653286000476989592e+00
2.730537665998888031e+00 1.111157587579923778e+00 -2.656403795237719301e+00
2.732141524073821159e+00 9.883329475484191606e-01 -2.654744120294384224e+00
2.722751874173168218e+00 1.250715377585410071e+00 -2.637098080501445452e+00
2.731460658242706785e+00 1.062873036868685395e+00 -2.682801422006704684e+00
2.722320820498206118e+00 1.309774498987846147e+00 -2.499920946367005570e+00
2.732467089664179838e+00 1.165341392023654832e+00 -2.605167582740600452e+00
2.725911542168742319e+00 1.346048311449932644e+00 -2.635671434653547252e+00
2.735494730809349573e+00 1.057406625534170530e+00 -2.650120354475107298e+00
2.734795961886179683e+00 1.319522184481565219e+00 -2.594820748678507094e+00
2.732603717106431240e+00 1.201450177621557369e+00 -2.589633088485675749e+00
2.728282924595702319e+00 1.212299846143961357e+00 -2.624853426353724650e+00
2.723953833759773069e+00 1.360322410375870428e+00 -2.568337890406993118e+00
2.726259279167666971e+00 1.186642938312544970e+00 -2.612511610228576586e+00
2.725729876748276936e+00 1.136603167930131386e+00 -2.548011232609884047e+00
2.734742379893280173e+00 9.352977007773088935e-01 -2.729036045403452349e+00
2.728936428857417162e+00 1.416287293108074996e+00 -2.579373330429755917e+00
2.728109716296593934e+00 1.289426986916022200e+00 -2.641313692805561608e+00
2.726721874597872297e+00 1.257948631904337589e+00 -2.634360201774988752e+00
2.732290004715486553e+00 9.637489911600128911e-01 -2.646178026122410820e+00
2.729947859358984097e+00 1.215957289898520033e+00 -2.663233293124224410e+00
2.730707273572313021e+00 1.192003752956574125e+00 -2.669499236787590490e+00
2.727990070222365837e+00 1.070813576785387689e+00 -2.641243690084592366e+00
2.730320796600025357e+00 1.259314696949411783e+00 -2.617167542942421932e+00
2.725910242735574585e+00 1.397565909272710627e+00 -2.561519092572494216e+00
2.736026020411622461e+00 1.229271896781980900e+00 -2.573400623902127649e+00
2.733839145641596247e+00 1.098764565608546739e+00 -2.652464996513562490e+00
2.725914438830627340e+00 1.439345094809197034e+00 -2.590968789177702902e+00
2.726625189198642829e+00 1.327717519149320236e+00 -2.599305592083106298e+00
2.728715851650205249e+00 1.227610682246003782e+00 -2.650677615642186069e+00
2.724289512163592164e+00 1.354943984674511492e+00 -2.570885996735015055e+00
2.727397933383410411e+00 9.342217766467306728e-01 -2.621533695143620335e+00
2.726199599974761689e+00 1.374119779498718774e+00 -2.589668562090263748e+00
2.736409241229261102e+00 9.499930118828852077e-01 -2.642763535839706357e+00
2.733197644702666906e+00 1.025781125607382327e+00 -2.630321707171498602e+00
2.729928758874468286e+00 1.146440064746725662e+00 -2.607187208236573461e+00
2.727188193070965827e+00 1.155555287426796474e+00 -2.566743915860074665e+00
2.736889811895967917e+00 1.209930262409784962e+00 -2.626454404493373751e+00
2.728345790321073494e+00 1.089358762281777082e+00 -2.679291386341811076e+00
2.730264930724601857e+00 1.311847011715300493e+00 -2.643013998179473134e+00
2.729884256840619638e+00 1.031362419232755956e+00 -2.698422551117812596e+00
2.725327326954630092e+00 1.166672065577410322e+00 -2.597113340107075175e+00
2.730271087711604316e+00 1.192069404931875187e+00 -2.582619976553623964e+00
2.732562428680696875e+00 1.001875379561837809e+00 -2.682966161727819099e+00
2.726625189198642829e+00 1.327717519149320236e+00 -2.599305592083106298e+00
2.733271903365866784e+00 1.149932542012022552e+00 -2.615407938902871265e+00
2.729721314714587344e+00 1.321675316677739964e+00 -2.581841490182713805e+00
2.726340414774072851e+00 1.356880257626963404e+00 -2.604156626259957363e+00
2.734977380857120721e+00 1.167304011242817685e+00 -2.639368187442566516e+00
2.734451807401866219e+00 9.956394407642438216e-01 -2.640052261935592171e+00
2.731176481384509636e+00 1.077821862049838542e+00 -2.653335438692735693e+00
2.735202756816601521e+00 1.250483000083820739e+00 -2.637691744467409727e+00
2.724904503450047866e+00 1.399576491120645416e+00 -2.566375121360247036e+00
2.737604161632261501e+00 1.070152797139030332e+00 -2.674853498451187583e+00
2.723030861747907760e+00 1.360282790827511912e+00 -2.560103731224129042e+00
2.733711629582391556e+00 1.243481497583152295e+00 -2.602783521699910452e+00
2.727631985208700094e+00 1.126626775524782520e+00 -2.667462868154513167e+00
2.724214280461752402e+00 1.356563548997802071e+00 -2.542123008104899995e+00
2.724424566317708241e+00 1.168476786491336572e+00 -2.613599921037581097e+00
2.739449453574266613e+00 1.038369307493385074e+00 -2.603347506419037671e+00
2.726302120293881082e+00 1.243558591423734150e+00 -2.606277977913194377e+00
2.721285929514844604e+00 1.196977409686516225e+00 -2.653049568151932824e+00
